mal_id,name,birthday,favorites,about,main_picture
54566,Ruyu Natsumi,,0,"Female

Twitter: @karukick
pixiv: #21548872",
54567,Jiajun Qian,,0,"Birthplace: Wujiang, Jiangsu, China
Date of Death: August 15, 2011",https://cdn.myanimelist.net/images/voiceactors/2/64134.jpg
54568,Keruo Li,,0,"Birthplace: Huaiyang, Henan
Date of Death: January, 2001",https://cdn.myanimelist.net/images/voiceactors/1/64135.jpg
54569,Rondonko,,0,Twitter: @rondonko,
54570,Ebimo,,0,"Twitter: @ebimoji3
pixiv: #3106986",
54571,Korumono Migiwa,1977-09-10 00:00:00+00:00,0,"Twitter: @korumono
pixiv: #2389379",
54572,Sanpo Ooyama,,0,"Twitter: @KbDVypu0kewjlBT
pixiv: #38742019",
54573,Ran Arai,,0,Twitter: @RanArai_short,
54574,Chiune,,0,"Twitter: @yachixxxxxx, @yachippppp
pixiv: #16020562",
54575,Danbi,,0,Twitter: @jalraeyo,
54576,Shouko Miki,,0,Twitter: @shoko_miki,
54577,Mikado Mochizuki,,0,Twitter: @mochizukimikado,
54578,Mitsuko Mori,,0,,
54579,Hako Suzuki,,0,Twitter: @szkhako,
54580,Toube,,0,"Twitter: @FuyunoIwashi
pixiv: #1927589",
54581,Shuusui Hazuki,,0,,
54582,Yuzushiko,,0,"Doujin circle: Yuzupon

Twitter: @yzskxxx
pixiv: #6462186",
54583,ICHIGAIN,,0,"Male

Twitter 1: @ichigain880
Twitter 2: @ICHIGAIN_CM
pixiv: #1077232",
54584,Yuuzou Satou,,0,Twitter: @yuzos,
54585,Makoto Honda,,0,,
54586,Yumiko Yoshizawa,,0,Profile: 5 Inc.,
54588,Epanterias,1997-08-20 00:00:00+00:00,0,Twitter: @epanterias0820,
54589,Haruchika,,0,Twitter: @halchikashi,
54590,Kosame Kasanaki,,0,Twitter: @kasanaki_kosame,
54591,Romy Ooishi,,0,Twitter: @oishi_romy,
54593,Tadaichi Nakama,,0,Twitter: @nakamatada1,
54594,Yuu Araki,,0,Twitter: @ara5710,
54595,Rana,,0,Twitter: @15usg_rn,
54596,Kobito Futamine,,0,"Male

Twitter: @Futamine_kobito
pixiv: #10653758",
54597,Yura,,0,Twitter: @yura_ssk_info,
54598,Yuu Anza,,0,,
54599,Suwako Swan,,0,Twitter: @souuko010,
54600,Tsukasa Sakuma,,0,"Twitter 1: @sakuma_t_evglow
Twitter 2: @tsukasa_evglow
pixiv: #5916092",
54601,Fuyu Akino,,0,,
54602,Ama Mizui,,0,"Twitter: @mizui_ama
pixiv: #199592",
54603,Mochi Kuu Usagi,,0,pixiv: #12592427,
54605,Rokuro Akashi,,0,"Twitter: @RokuroAkashi
pixiv: #18385849",
54607,Ochi,,0,"Twitter: @oti_moti_
pixiv: #10712932",https://cdn.myanimelist.net/images/voiceactors/1/64156.jpg
54608,Kana Yukimura,,0,,
54609,Crow Torigoshi,,0,"Twitter: @torigoshicrow
pixiv: #10420062",
54610,C.Meiko,,0,"Twitter: @C_mieco
pixiv: #3699481",
54611,Rice Funwari,,0,pixiv: #13266841,
54614,Irio Hino,,0,Twitter: @iyo0112,
54617,Chabashira Ichigou,,0,Twitter: @Gachitan,
54618,Kana Kurihara,,0,"Female

Twitter: @kurihara_kaana
pixiv: #2644002",
54619,Shanchun Yan,,0,,https://cdn.myanimelist.net/images/voiceactors/3/64173.jpg
54621,Zheguang Yu,,0,"Birthplace: Wuxi, China
Date of Death: 1991",https://cdn.myanimelist.net/images/voiceactors/2/64174.jpg
54622,Honoka Yokoyama,,0,,
54623,Rena Kawasaki,,0,,
54624,Mayu Morita,,0,,
54625,Akito Suzuki,,0,,
54626,Nae Natsuno,,0,Twitter: @7tsunae,
54627,Akachichibu,,0,Twitter: @aka_chichibu,
54628,Sencha,,0,"Twitter: @ukiukisoda
pixiv: #3388329",
54629,Nyumu,,0,"Twitter: @nyum_serori
pixiv: #6018940",
54630,Shidumu Higa,,0,Twitter: @higasdm,
54631,Kerima Rokuro,,0,Twitter: @696ki,
54633,Naoki Matsumoto,,0,Twitter: @Apple_Nmatsu,
54634,Hokke-sama,,0,Twitter: @nukosama,
54635,Arinco,,0,"Female

Twitter: @ariarinco88
pixiv: #10961247",https://cdn.myanimelist.net/images/voiceactors/3/67767.jpg
54636,Laiming Wan,1900-01-18 00:00:00+00:00,0,"Birthplace: Nanjing, Jiangsu, China
Date of Death: November 7, 1997",https://cdn.myanimelist.net/images/voiceactors/1/64186.jpg
54637,Shuchen Wang,,0,"Birthplace: Dandong, Liaoning, China
Date of Death: November, 1991",https://cdn.myanimelist.net/images/voiceactors/1/64187.jpg
54638,Yumen He,,0,"Birthplace: Heilongjiang, Qiqihar",https://cdn.myanimelist.net/images/voiceactors/1/64188.jpg
54639,Takehiro Ueno,,0,,
54640,Koppori Nama Beer,,0,"Male

Twitter: @kopporichuu
pixiv: #3918907",
54642,Meshi Nishio,,0,"Female
Doujin circle: vaccine

Twitter: @meshi240
pixiv: #606620",
54643,chin,,0,"Doujin circle: Chinchintei

Twitter: @chin7201
pixiv: #100069",
54644,Kiyoshi Chikuyama,,0,,
54645,Aya Shirosaki,,0,Twitter: @aya_sirosaki,
54646,Chaochen Wan,,0,"Birthplace: Nanjing, Jiangsu, China
Date of Death: October 1992",https://cdn.myanimelist.net/images/voiceactors/3/64200.jpg
54647,Takashi Mitani,,0,Twitter: @hatiwarert,
54649,Leinil Francis Yu,1977-07-31 00:00:00+00:00,0,"Leinil Francis Yu is a Filipino comic book artist, who began working for the American market through Wildstorm Productions. In an interview published in Marvel's Daily Bugle newsletter, he described his style as ""Dynamic Pseudo-Realism.""

(Source: Wikipedia)

Twitter: @leinilyu",https://cdn.myanimelist.net/images/voiceactors/3/64203.jpg
54650,Kyouryuu Kuramochi,,0,Twitter: @kyoryu_kuramo,
54651,Kyoshi Takigawa,,0,Twitter: @K_T0084,
54652,Koutarou Andou,,0,Twitter: @sukekiyo56,
54653,Meguri,,0,Twitter: @iCdn2KlwWNgn28h,
54654,Keiso,,0,Twitter: @keiso_silicon14,
54655,Yami Satsuki,,0,Twitter: @yami_stk,
54658,Supon Usagiya,,0,Twitter: @SuponUsagiya,
54659,Amana,,0,"Female

Twitter: @a_ma_na_
pixiv: #390104
YouTube: amana",
54660,Tooru Takahashi,,0,Twitter: @takahashi_toru_,
54661,Shima Shimamura,,0,"Female

Twitter: @shimamura_shima
pixiv: #164021",
54662,Nayu Shikimura,,0,Twitter: @skmr_ny,
54663,Nanase Oume,,0,"Twitter: @nanase_oume
pixiv: #23638935",
54664,Sankichi Mukouhara,,0,Twitter: @3Mukouhara,
54665,Haru Ichikawa,,0,"Twitter: @hiyori_kohal
pixiv: #10551987
Instagram: @halumonica",
54666,Nobuyuki Yanai,,0,,
54667,Chihiro Kanon,,0,"Twitter: @kncrmoon
pixiv: #6905907",
54668,Kuo Arai,,0,Instagram: @araikuo,
54669,Sakuma,,0,Twitter: @skmsy34,
54670,Kazuko Makino,1947-04-12 00:00:00+00:00,0,,
54671,Yukio Gotou,,0,Husband of mangaka Kazuko Makino.,
54672,Yoh Hihara,,0,"Twitter: @hi_yoh0830
pixiv: #301422",
54673,Numeo Miki,,0,"Twitter: @robobon7
pixiv: #4080890",
54674,Meo,,0,"Doujin circle: GELZE

Twitter: @70g_news
pixiv: #98850",
54676,Chihiro Orihi,,0,"Twitter: @orihi_
pixiv: #5722894",
54677,3104,,0,"Doujin circle: 3104tyome

Twitter: @3104milkshake
pixiv: #34466111",
54678,Udon Nodu,,0,"Twitter: @Nodukawa, @N0DU_udon",
54679,cojomo,,0,"Twitter: @cojomo42
pixiv: #31233181",
54680,Youko Futatsumori,,0,,
54682,Re:mimu,,0,"Twitter: @bom36
pixiv: #666357",
54684,Zen Amei,,0,,
54685,Kannu Ogi,,0,Twitter: @komikome1129,
54686,Kenichi Okuyama,,0,Twitter: @okunoyamanoK,
54688,Ryousuke Morita,,0,,https://cdn.myanimelist.net/images/voiceactors/1/64229.jpg
54689,Yuuto Hazuki,,0,"Male

pixiv: #6660798",
54690,Tomaru Hishigata,,0,"Twitter: @hishigatanx
pixiv: #488570",
54691,Neji Maccha,,0,"Male

Twitter: @ura_meshiya0
pixiv: #37193527",
54692,Miyako Yukihara,,0,Twitter: @YUZU_PON_MIYACO,
54693,Hanaichi Nozaki,,0,,
54694,Swav,,0,Twitter: @_swav_,
54696,Ataka Hayagami,,0,"Female

Twitter: @yaminome
pixiv: #1492354",
54698,Hakuya Yamasaki,,0,Twitter: @haku_mech,
54699,Mirakururu,,0,"Twitter: @mirakuru_rodeo
pixiv: #790821",
54700,Eiji Mutsui,,0,Twitter: @o7214545621,
54701,Katsuie Akatsuki,,0,"Doujin circle: Akatsuki Katsuie no Circle

Twitter: @a_win2_house
pixiv: #76008",
54702,Jane Porter,,0,"Female
Birth place: Visalia, California

Twitter: @authorjanep
Facebook: @authorjaneporter
Instagram: @authorjaneporter",
54703,Yvonne Lindsay,,0,,
54704,Dani Wade,,0,Facebook: @readdaniwade,
54706,Anne Fraser,,0,,
54707,Heidi Betts,,0,Twitter: @HeidiBetts,
54708,Mariko Takahashi,,0,,
54709,Hirno,,0,"Twitter: @Hirnon
pixiv: #17289",
54710,Hal Sakurayu,,0,"Doujin circle: Blossom Sphere

Twitter: @yuusakura4242
pixiv: #3519737",
54711,Yuzuru Kojika,,0,,
54712,Katsura Katsuragi,,0,Twitter: @katsuragi_ktr,
54713,Elizabeth Bevarly,,0,,
54714,Pure-Liquid,,0,,https://cdn.myanimelist.net/images/voiceactors/1/64243.jpg
54715,Elizabeth Power,,0,,
54716,Casket,,0,,https://cdn.myanimelist.net/images/voiceactors/1/64244.jpg
54717,YU-TA,,0,"Twitter: @yuta_753
pixiv: #212141",
54718,Margaret Moore,,0,Twitter: @MargMooreAuthor,
54719,Jigoku Toyama,,0,"Twitter: @toyama100kg
pixiv: #11811472",
54720,Usagi Itou,,0,,
54721,Takahiro Shinoda,,0,Twitter: @okapi_kingdom,
54722,Chikako Sakura,,0,Twitter: @saku_chikako,
54723,Rate Terashima,,0,,
54724,Miyu Nohiro,,0,Twitter: @nohimiyu,
54725,Kusunoki,,0,"Twitter: @ku_sunok1
pixiv: #27652440",
54726,modu9,,0,Twitter: @md99dm,
54727,Robyn Donald,1940-08-14 00:00:00+00:00,0,,
54728,Jiji,,0,Twitter: @jiji_tale,
54729,Kristi Gold,,0,,
54730,Andrea Edwards,,0,,
54732,Akabei Soft3,,0,,https://cdn.myanimelist.net/images/voiceactors/2/64256.jpg
54733,Mero Okuren,,0,,
54734,Studio Momoka,,0,,https://cdn.myanimelist.net/images/voiceactors/1/64257.jpg
54735,Overdose,,0,,https://cdn.myanimelist.net/images/voiceactors/3/64259.jpg
54736,Uriri Umetori,,0,"Twitter: @uriri_umetori
pixiv: #3467390",
54737,Kimberly Lang,,0,,
54738,Satoru Asami,,0,Twitter: @misatonandakana,
54739,Kate Hewitt,,0,"Birth place: Pennsylvania, USA

Twitter: @KateHewitt1",
54740,Hachi Hachi Hachino,,0,,
54741,Anna Cleary,,0,,
54742,Jitaku Aki,,0,"Twitter: @akijitack
pixiv: #13838269",
54743,Bowalia,,0,"Male

Twitter: @bowalia
pixiv: #57650",
54744,Komiti Akira,,0,Twitter: @ojisankubo,
54745,Kitsune Fuku,,0,"Twitter: @fuku_fox
pixiv: #11250597",
54746,Minoru Natsuno,,0,"Twitter: @Budouchan_244, @Natsunomi_244",
54748,Natsu,,0,Twitter: @kitano_fuyu,
54749,Kazu,,0,Twitter: @kazu_gaz,
54750,Shawna Delacorte,,0,,
54751,Jasmine Cresswell,,0,,
54752,Linda Conrad,,0,,
54754,Hiromi Nashimoto,,0,,
54755,Chi-Man Park,,0,,
54757,Susanne McCarthy,,0,Twitter: @McCarthySusanne,
54758,Parum,,0,"Female

Twitter: @parum__39
pixiv: #43259598",
54759,Nana Nanana,,0,Twitter: @nanana27101150,
54760,Namako Kuro,,0,"Twitter: @NamakoMoon
pixiv: #11493783",
54761,Yuuya Yamada,,0,"Doujin circle: Yamakawa Denenhuukei

Twitter: @yamakawayamada
pixiv: #33611",
54762,Takubon,,0,"Male

Twitter: @kuroneko1364
pixiv: #23030728",
54763,Riku Tozuka,,0,,
54764,Akota,,0,Twitter: @akota_1,
54765,Jungyoon,,0,,
54766,Taegeon,,0,Instagram: @idealvvs,
54767,Iondo,,0,"Twitter: @jiae88
Instagram: @ondo1357",
54768,Mirai Kodai Gakudan,,0,,https://cdn.myanimelist.net/images/voiceactors/3/64281.jpg
54769,Mikazu Satsuki,,0,"Doujin circle: Atelier Ms

Twitter: @mikazu_satsuki
pixiv: #453681",
54770,UN Inonaka,,0,"Doujin circle: UNreal

Twitter: @___UN___",
54771,Kageki Ringo,,0,Twitter: @RingoKageki,
54773,Tsushiko,,0,"Female

Twitter: @tsushiBSR, @hainoumi
pixiv: #2038109",
54774,Suzu Saitou,,0,Twitter: @saitosuzu50sn,
54776,Hato Okachimachi,,0,Twitter: @okachimachihato,
54777,Reiko Nagasawa,,0,,
54778,Masato Nakasono,,0,Twitter: @zonozonu,
54781,Kunifuto,,0,"Twitter: @kunihuto
pixiv: #3322590",
54782,Mato Kousaka,,0,Twitter: @mato52242844,
54783,Saya Tsukishiro,,0,"Doujin circle: Manjudou

Twitter: @manjudou38
pixiv: #1353522",
54784,Kumatarou,,0,"Doujin circle: Kuma no Mori

Twitter: @kumakifu
pixiv: #857454",
54785,Aki Kobaco,,0,"Twitter: @aki_kobaco
pixiv: #1691614",
54786,Kei Shunme,,0,Twitter: @ntr_ten0r1n,
54787,Daisharin Kijima,,0,"Doujin circle: Gomix!

Twitter: @daisyarin_k
pixiv: #369888",
54788,Minoru Kurifuku,,0,"Doujin circle: Aki no Mikaku

Twitter: @fukuguri
pixiv: #1268381",
54789,Mesopo Tamia,,0,,
54790,Midori Aoi,,0,,
54791,U-suke,,0,"Female

Twitter: @u_skeeep
pixiv: #14480478",
54792,Sachiko Imoto,,0,,
54793,Kaoru Munakata,,0,"Twitter: @fo_bit
pixiv: #3798219",
54794,Ren Shiroki,,0,,
54796,Shino Shimizu,,0,"Twitter: @doro10mizu
pixiv: #7451467",
54797,Suzaku,,0,"Twitter: @zaku6584
pixiv: #349264",
54798,Hachi Nishiga,,0,"Twitter: @24hachi1
pixiv: #2566326",
54799,Town Hiruduka,,0,"Twitter: @hl_twn
pixiv: #3106053",
54800,Tokusaku Kanari,,0,"Twitter: @tocksack
pixiv: #17501664",
54801,Daiji Iwanaga,,0,,
54802,Yoshitaka Yasuda,,0,Twitter: @yoshitaka_yas,
54803,Hideyasu Narita,,0,,
54804,Yabai-chan,,0,Twitter: @memimimeme,https://cdn.myanimelist.net/images/voiceactors/2/64329.jpg
54805,Ayumi Ikeda,,0,,
54806,Yuusuke Ueno,,0,Twitter: @neouniverse156,
54807,Sadao Oosawara,,0,"Doujin circle: Nhoooooooooo♥oo♥oo♥

Twitter: @oosawarasadao
pixiv: #25459327",
54808,Rumba Kokonasu☆,,0,,
54809,Miu Kojima,,0,Twitter: @miukojima,
54810,Yuuri,,0,,
54811,Kousuke Unagi,,0,Twitter: @unagi_kousuke,
54812,Momoka Kurousagi,,0,Twitter: @kum_122,
54813,ai7n,,0,Twitter: @ai7n,
54814,MT,,0,"Twitter: @mt0o0o, @mmt0180",
54817,Taku Kimura,,0,"Birthplace: Tokyo, Japan

Kimura Taku is an art director and CG designer. He graduated from the Department of Fine Arts at Nihon University College of Art. Since 1991, he is also a part-time lecturer at the Department of Design of Nihon University College of Art.",https://cdn.myanimelist.net/images/voiceactors/1/64362.jpg
54818,Agu Ao,,0,"Female

Twitter: @aoagu_
pixiv: #1719308",
54820,Himi,,0,"Birth place: Osaka
Blood type: AB",
54823,Kukka,,0,"Female

Twitter: @hamukukka
pixiv: #6148565",
54824,Tadano,,0,"Doujinshi circle: 53*

Twitter: @i_37
pixiv: #4230037",
54825,Nana Houjou,,0,,
54826,Kunihiko Ikeda,,0,,
54827,keny,,0,"Male
Doujin Circle: Faker

Twitter: @faker_keny
pixiv: #2572032",
54828,Tsukasa Nishiyama,,0,,
54829,Naotoshi Nakajima,,0,Twitter: @00755nao1122,
54830,Sankaku.,,0,"Twitter: @karaokemint
pixiv: #16556449",
54831,Jil Hashikura,,0,"Twitter: @hskrjil
pixiv: #59609891",
54832,Sanrokumaru,,0,"Twitter: @Sanrokumaru69
pixiv: #617105",
54834,Yuriko Sano,,0,,
54835,Tatsuo Noguchi,,0,,
54836,Satuyo,,0,"Twitter: @satuyo_satuyo
pixiv: #385349",
54837,rasu,,0,"Twitter: @rasuty_sabi
pixiv: #7037560",
54838,Keisuke Gotou,,0,Twitter: @gonbatadora,
54839,Jun Ujitani,,0,Twitter: @ujiyan,
54840,Aya Hikita,,0,,
54841,Haruki Sakamoto,,0,,
54842,Tamami Tokuyama,,0,,
54844,Rainy Wata,,0,"Twitter: @wata_soft
pixiv: #29083463",
54845,Takushou Ichiren,,0,"Doujin circle: Kougi Anmitsu

Twitter: @ichiren02
pixiv: #1563604",
54846,Minami Eda,,0,,
54847,Ichirou Chaen,,0,,
54848,Tekkou Shimazu,,0,"Male

Twitter: @raikoh1945
pixiv: #14846",
54849,Asahi Kondou,,0,"Female

Twitter: @kon_asahi
pixiv: #22428314",
54850,Narume,,0,Twitter: @narumeNKR,
54851,Tsubasa Myoujin,,0,,
54852,Kazuhiko Miyaya,1945-11-11 00:00:00+00:00,0,"Birth place: Osaka Prefecture
Real name: Hajime Murase (村瀬 一)",https://cdn.myanimelist.net/images/voiceactors/1/64435.jpg
54853,Kaori Touma,,0,,
54854,Mizuki Setoguchi,,0,Twitter: @setoguchimizuki,
54855,Gondawara,,0,Twitter: @gon_ch,
54856,Katakei,,0,"Twitter: @wagocolo
pixiv: #90042",
54857,Moto Amino,,0,"Doujin circle: Rokumaku (ろくまく)

Twitter: @aminosu
pixiv: #17593",
54858,Umanosuke Okinaga,,0,"Twitter: @Okinaga_UMA
pixiv: #13499021",
54859,Saki Asaoka,,0,,
54860,Yumika Kanade,,0,"Twitter: @ymkmono
pixiv: #404813",
54861,tacocasi,,0,Twitter: @_tacocasi,https://cdn.myanimelist.net/images/voiceactors/1/64474.jpg
54862,Kazuhiko Takahashi,,0,,
54863,Naomi Kiyota,,0,,
54864,Ken Ueno,1962-01-07 00:00:00+00:00,0,,
54865,Yuutsuzu Amaji,,0,Twitter: @a_yuutsuzu,
54866,Kouichirou Kawano,,0,,
54867,Yoshinobu Kasai,,0,,
54868,Futoshi Chikkyo,,0,,
54869,Tin,,0,"Twitter: @Tinzhang
pixiv: #6387539",
54871,Shintarou Matsushima,,0,,
54872,Hiroyasu Oda,,0,Facebook: @oda.hiroyasu,
54873,Maki Takuma,,0,Facebook: https://www.facebook.com/profile.php?id=100009666709067,
54874,Misui Iwasawa,,0,,
54875,Makuno,,0,"Twitter: @maqnoir
pixiv: #2519706",
54876,Kouji Kondou,,0,"Twitter: @kojikon
Instagram: @kondo.koji",
54877,Kamaboko,,0,"Doujin circle: Kamaboko Koubou

Twitter: @_kamaboko__
pixiv: #3857704",
54878,Gwang-un,1991-12-14 00:00:00+00:00,0,Twitter: @choiplin00,
54880,Daisuke Osakabe,,0,,
54881,Ayami,,0,"Female

Twitter: @ayamy_garubinu
pixiv: #14112962",
54882,Natsumi Kanda,,0,Twitter: @kanda_1210,
54883,clear,,0,"Male

Twitter: @clear_LO_
pixiv: #1840049",
54884,Yuu Shi,,0,Twitter: @yuu_shi_novel,
54885,Kinako,,0,"Female

Twitter: @ppp_usagi_
pixiv: #13992671",
54887,No.965,,0,,
54888,Ichirou Misono,,0,,
54889,Arisa Kawamoto,,0,,
54890,Yuuta Kawae,,0,,
54891,Jun Harukawa,,0,Twitter: @jun_harukawa,
54892,Kouki Ishikawa,,0,,
54894,Mizutou Midori,,0,,
54896,Yoshiharu Kataoka,,0,,
54897,Shinpei Watanabe,,0,,
54900,Zenzen Yamamoto,,0,"Doujin circle: Buppa Studio

Twitter: @tinbran
pixiv: #759243",
54901,Mimori Kino,,0,Twitter: @mimokino,
54902,Hiroshi Daken,,0,Twitter: @daken_dmdm,
54903,Kuromame,,0,,
54904,Kiichi Kojima,,0,"Twitter: @kojima_kiichi
pixiv: #75443",
54906,Chihiro,,0,Twitter: @oshiruko_chr,
54907,Rikisui,,0,Twitter: @tikaramizu2019,
54908,Takuya Hasegawa,,0,Twitter: @tkyguchi,
54909,Rintarou Nakahata,,0,,
54910,Satoshi Senda,,0,,
54911,Takuya Tsuzuki,,0,,
54912,Shiki Hamada,,0,,
54913,Natsuka Tachibana,,0,"Twitter: @nattyo9
pixiv: #45669812",
54914,Tsubasa Hisaka,,0,Twitter: @hisaka_283,
54915,Ryouhei Maeda,,0,,
54916,Kouta Kawae,,0,,
54917,Yuu Takahata,,0,,
54918,Saki Setouchi,,0,,
54919,Nobuo Yokoyama,,0,Twitter: @nitro_nicotine,
54920,Keisuke Ide,,0,Twitter: @SUKEIKEI,
54921,Kenshi Fujimoto,,0,Twitter: @umibenoaxe,
54922,Shoutarou Harada,,0,"Male
Doujin circle: U-A Daisakusen (U・A大作戦)

Twitter: @harashow_LLcorp
pixiv: #22937",
54923,Rikuto Marubishi,,0,"Twitter: @marubishirikuto

Collaborates with Kawara Hajime under the pen name Pseudo Semi (すどゼミ).",
54924,Hajime Kawara,,0,"Male

Twitter: @hajimu_00
pixiv: #2007222

Collaborates with Marubishi Rikuto under the pen name Pseudo Semi (すどゼミ).",
54925,Sachiko Aoki,,0,"Female

Twitter: @uroyura",
54926,Taishi Kawaguchi,,0,,
54928,Haru Tsukada,,0,Twitter: @tsukada_haru,
54929,Tatsuya Hatakeyama,,0,Twitter: @hatatatsu1124,
54930,Chiki Sengi,,0,Twitter: @sengi_chiki,
54931,Takashi Uchiyama,,0,,
54933,Okaki Aiue,,0,"Doujin circle: Okakiya (おかき屋)

Twitter: @okakiru",
54934,Asahi,,0,Twitter: @novel_asahi,
54935,Rusena,,0,Twitter: @rusena_44,
54936,Borocom,,0,Instagram: @borocom,
54937,WONDER,,0,,
54938,Kayumidome,,0,"Doujin circle: Marshmallow Balloon

Twitter: @kayumidome280
pixiv: #3966868",
54947,Maripaka,,0,"Twitter: @32marijob
pixiv: #1798072",
54949,Sung-jin Kim,,0,,
54950,sono.N,,0,"Twitter: @sono_modestus
pixiv: #6124236",https://cdn.myanimelist.net/images/voiceactors/2/64547.jpg
54951,M Cafe,,0,"Male

Twitter: @Mcafe7
pixiv: #3992161",
54952,Coin,,0,"Male

Twitter: @COIN440
pixiv: #1600239",
54953,Tanaka in Cider,,0,Twitter: @tanaka_mad,
54954,Kaifukushi,,0,Twitter: @kaifukushi,
54955,Rata,,0,Twitter: @rata_oeo,
54956,Yuuki Kawarai,,0,Twitter: @kawarai_yuki,
54957,Eda,,0,"Doujin circle: sinistra

Twitter: @prsy3
pixiv: #19102998",
54958,Kirifu Izumi,,0,"Twitter: @kirifu0127
pixiv: #166287",
54959,Hakuto Utata,,0,Twitter: @utatahk,
54961,Fuuga Yamashiro,,0,Twitter: @fuga_yamashiro,
54963,Shuuto Enomoto,,0,Twitter: @shutoenomoto,
54964,Hideo Hariganeya,,0,,
54965,Takeshi Imaizumi,,0,,
54967,Takibi Amamori,,0,Twitter: @amamori_takibi,
54968,Ao Tajima,,0,Twitter: @ao_tajima,
54969,Inori Azumi,,0,Twitter: @karma_toki,
54970,Yubeshi Kamisyakujii,,0,"Doujin circle: Poppenheim

Twitter: @kamisyakujii
pixiv: #283710",
54971,Yuri Kisaragi,,0,"Twitter: @kisaragi_h29
pixiv: #3197898",
54972,Ryuunosuke Konno,,0,Twitter: @swimmer1783,
54973,Shashaki,,0,"Twitter: @sasakisaki9646
pixiv: #9089874",
54975,Mayumi Komori,,0,,
54976,Shiokochou,,0,"Twitter: @ciocochou1
pixiv: #1618022",
54977,Seon Yi,,0,,
54979,Pei,,0,"Doujin circle: Proom

Twitter: @ppp_room
pixiv: #16641801",
54980,Taki Tsuchiya,,0,,
54981,Hime Kinoko,,0,"Female

Twitter: @kinokohime777
pixiv: #14264762",
54982,Akane Marubeni,,0,"Marubeni Akane is a manga artist and illustrator from Naha, Okinawa Prefecture, Japan. Announced End of Activity on May 21, 2022.

(Source: AniDB)

Twitter: @malbeni
Instagram: @malbeniakane, @malbeni_trip",
54983,Hiroshi Nakamura,1982-04-24 00:00:00+00:00,0,Twitter: @hiroshi_is,
54984,Satomi Yamada,,0,,
54985,Meru.,,0,"Twitter: @merulog
pixiv: #3327897
tumblr: merulog",
54986,Kei Kijima,,0,Twitter: @kijimahouse,
54987,Riko,,0,"Doujin circle: Kuzuya

Twitter: @k_riko_oekaki
pixiv: #305243",
54988,Shunsuke Machitani,,0,,
54989,CSPG,,0,,
54990,Tetsutarou Yui,,0,,
54991,Yuuko Kanamaru,,0,,
54992,Yuhiro Tsujitsugu,,0,Twitter: @yuhirotsuji,
54993,Emi Katanosaka,,0,,
54994,Morihito Oohara,,0,,
54995,Tsutomu Tagashira,,0,,
54996,Yuuji Tange,,0,,
54997,Akira Sasaki,,0,,
54998,Daigo Murasaki,,0,,
55000,Tomoe Makino,,0,,
55001,Jun Fujiwara,,0,Twitter: @fuji_yun,
55002,Hongou,,0,,
55003,GIMS,,0,,
55005,Maxime Van Santfoort,1987-09-23 00:00:00+00:00,0,French-Belgian voice actor.,https://cdn.myanimelist.net/images/voiceactors/2/66320.jpg
55007,DieepZee,,0,Twitter: @DieepZee,
55008,Kenji Masuda,,0,,
55009,Mano Momoshiro,,0,,
55010,Dalseul,,0,Twitter: @dalseul08_w,
55011,via,,0,,
55012,Abuku,,0,Twitter: @aaa8ccc,
55013,Yuu Horii,,0,"Twitter: @yuu_horii
Instagram: @horii_yuu",
55014,Calpi Fuefu,,0,"Doujin circle: Suichuu White

Twitter: @calpish
pixiv: #61207",
55015,Blue_Gk,,0,"Doujin circle: Flock Blue

Twitter: @bgfb0321
pixiv: #6334904",
55016,Mikagami Sou,,0,"Doujin circle: Fruitsjam

Twitter: @sou_mikagami
pixiv: #267681",
55017,Shiroh Inumori,,0,"Male

Twitter: @inumori46
pixiv: #9396280",
55020,Yoann Borg,,0,"French voice actor.

Son of Patrick Borg.
Grandson of René Borg.",https://cdn.myanimelist.net/images/voiceactors/2/64670.jpg
55024,Sophie Pyronnet,,0,Belgian voice actress.,https://cdn.myanimelist.net/images/voiceactors/3/64676.jpg
55026,Thunder Sushi,,0,Twitter: @sushi_fire2,
55027,Sogawa,,0,"Female

Twitter: @sogawa66
pixiv: #8006247",
55028,Boy Okiraku,,0,Twitter: @PepUnti,
55029,Youko Nakao,,0,,
55030,Mathieu Touquet,1994-04-21 00:00:00+00:00,0,"French voice actor.

Twitter: @Zarkiel_",https://cdn.myanimelist.net/images/voiceactors/2/67653.jpg
55031,Jean-François Chaulange,,0,"French voice actor.

Hometown: Avrillé, France",https://cdn.myanimelist.net/images/voiceactors/3/64687.jpg
55032,Jean-François Pagès,,0,French voice actor.,https://cdn.myanimelist.net/images/voiceactors/3/64833.jpg
55033,Kaïna Blada,,0,"French voice actress and singer.

Twitter: @BladaKaina",https://cdn.myanimelist.net/images/voiceactors/2/64688.jpg
55034,Michel Barrio,,0,"French voice actor.

He is best known for being one of the French voices of actors Joseph Morgan, Mario Casas and Michael Doneger.",
55035,Hugo Brunswick,1989-11-10 00:00:00+00:00,0,"French voice actor.

He is best known for being one of Tom Holland's official French voices, most notably in the MCU's Spider-Man films.",https://cdn.myanimelist.net/images/voiceactors/3/64690.jpg
55036,Yuusuke Shida,,0,,
55037,Rin Maruyama,,0,Twitter: @rin1024maru,
55038,Haruka Matsunae,,0,,
55039,Emiko Endou,,0,,
55040,Noriko Ootake,,0,,
55041,Yan,,0,Twitter: @bltyann,
